homeaway,line,hit,pitchrightleft,cat,last10,last5,log,oppteam,overunder,batterID,whip,OPSlast5,temperature,wind,pitcherID,pitcherfip,pitcherFBPercent,avgvsFB,avgvsOFF,avgvsMPHFB,avg_spin_ff,avg_spin_off
0,0.5,0,0,r,4,1,0.3157894736842105,New York Yankees,8.0,33481,1.3,0.572,53,8.1,40626,2.9986666666666664,0.506,0.299,0.308,0.273,0.31,0.516
0,1.5,0,0,tb,8,3,0.2631578947368421,New York Yankees,8.0,33481,1.3,0.572,53,8.1,40626,2.9986666666666664,0.506,0.299,0.308,0.273,0.31,0.516
0,0.5,0,1,r,5,2,0.5263157894736842,Washington Nationals,9.0,36018,0.58,0.891,54.9,4.7,4683356,1.2069999999999999,0.498,0.303,0.308,0.331,0.31,0.286
0,1.5,0,1,tb,8,2,0.42105263157894735,Washington Nationals,9.0,36018,0.58,0.891,54.9,4.7,4683356,1.2069999999999999,0.498,0.303,0.308,0.331,0.31,0.286
0,0.5,0,0,r,3,1,0.2222222222222222,Cincinnati Reds,9.0,4666100,1.47,0.496,49.9,8.1,33249,5.353596858638744,0.685,0.251,0.258,0.254,0.27,0.25
0,0.5,0,0,tb,8,3,0.5,Cincinnati Reds,9.0,4666100,1.47,0.496,49.9,8.1,33249,5.353596858638744,0.685,0.251,0.258,0.254,0.27,0.25
0,0.5,0,0,r,2,1,0.2777777777777778,Cleveland Guardians,7.5,4414531,1.62,0.605,45.9,11.4,4345278,4.825257261410788,0.445,0.262,0.207,0.234,0.25,0.242
0,0.5,1,0,tb,6,2,0.5,Cleveland Guardians,7.5,4414531,1.62,0.605,45.9,11.4,4345278,4.825257261410788,0.445,0.262,0.207,0.234,0.25,0.242
1,1.5,0,1,tb,2,1,0.2,Miami Marlins,9.5,32664,1.43,0.719,63.1,5.8,41178,4.686936507936508,0.539,0.227,0.169,0.186,0.2,0.2
0,1.5,1,1,tb,4,2,0.4444444444444444,Los Angeles Angels,8.5,42178,1.06,0.734,65,9.2,4326697,2.870780821917808,0.454,0.319,0.228,0.267,0.516,0.167
0,1.5,1,0,tb,4,3,0.35,Cincinnati Reds,8.5,41169,1.32,0.797,63.1,6.9,39635,3.252529411764706,0.541,0.243,0.299,0.213,0.25,0.277
1,1.5,0,0,tb,3,0,0.21428571428571427,Arizona Diamondbacks,8.5,4345070,1.17,0.579,69,12.8,4721302,3.937620689655172,0.566,0.257,0.288,0.284,0.232,0.18
1,1.5,0,0,tb,3,2,0.4117647058823529,Chicago White Sox,8.5,40636,1.71,0.866,65,16.1,4620398,1.9594878048780484,0.622,0.239,0.196,0.209,0.289,0.0
1,0.5,1,0,tb,6,5,0.75,Milwaukee Brewers,7.5,4424289,1.55,0.822,62,6.9,32684,3.379,0.515,0.204,0.16,0.174,0.258,0.0
1,0.5,1,0,tb,4,2,0.46153846153846156,Milwaukee Brewers,7.5,28701,1.55,0.618,62,6.9,32684,3.379,0.515,0.268,0.205,0.253,0.347,0.211
0,1.5,0,1,tb,6,5,0.3888888888888889,Los Angeles Angels,8.5,36084,1.06,0.696,65,9.2,4326697,2.870780821917808,0.454,0.223,0.261,0.259,0.244,0.158
1,0.5,0,0,tb,8,5,0.5714285714285714,Chicago White Sox,8.5,4297998,1.71,0.687,65,16.1,4620398,1.9594878048780484,0.622,0.239,0.224,0.248,0.189,0.308
1,1.5,0,1,tb,6,2,0.5555555555555556,Miami Marlins,9.5,34982,1.43,0.812,63.1,5.8,41178,4.686936507936508,0.539,0.283,0.258,0.206,0.292,0.217
1,1.5,0,1,tb,0,0,0.0,New York Mets,8.5,35265,1.63,0.395,61.1,12.8,32106,4.805984126984127,0.53,0.276,0.171,0.218,0.276,0.091
0,0.5,0,0,tb,8,4,0.7692307692307693,Pittsburgh Pirates,7.5,36974,0.83,0.931,62,6.9,4918156,3.2479655172413793,0.497,0.283,0.223,0.224,0.227,0.107
0,1.5,1,0,tb,4,3,0.4444444444444444,Kansas City Royals,9.0,38904,0.96,0.636,69,23,41172,4.278656357388316,0.523,0.268,0.23,0.238,0.239,0.234
1,1.5,0,1,tb,5,2,0.5,Toronto Blue Jays,9.0,42403,1.1,0.971,69,23,41415,2.5907647058823526,0.476,0.306,0.33,0.319,0.304,0.351
0,0.5,0,0,tb,7,3,0.6842105263157895,Cincinnati Reds,8.5,40803,1.32,0.869,63.1,6.9,39635,3.252529411764706,0.541,0.234,0.237,0.224,0.191,0.25
0,1.5,0,0,tb,4,1,0.3333333333333333,San Francisco Giants,8.5,32159,1.04,0.716,61.1,12.8,5116843,4.0004285714285714,0.451,0.259,0.258,0.252,0.22,0.286
1,1.5,0,0,tb,2,0,0.2777777777777778,Arizona Diamondbacks,8.5,41773,1.17,0.733,69,12.8,4721302,3.937620689655172,0.566,0.245,0.274,0.279,0.16,0.167
1,1.5,0,0,tb,3,0,0.2857142857142857,San Diego Padres,10.5,35073,0.75,0.553,74,15,34943,2.3570821917808216,0.444,0.333,0.238,0.305,0.333,0.304
1,0.5,1,0,tb,7,4,0.6666666666666666,San Diego Padres,10.5,42462,0.75,0.838,74,15,34943,2.3570821917808216,0.444,0.194,0.233,0.206,0.206,0.278
0,0.5,0,0,tb,6,2,0.6470588235294118,San Francisco Giants,8.5,42414,1.04,0.725,61.1,12.8,5116843,4.0004285714285714,0.451,0.278,0.179,0.225,0.322,0.182
0,0.5,0,0,tb,7,3,0.6470588235294118,Pittsburgh Pirates,7.5,41179,0.83,0.845,62,6.9,4918156,3.2479655172413793,0.497,0.286,0.196,0.286,0.162,0.173
0,1.5,0,0,tb,7,3,0.55,Atlanta Braves,9.5,40787,1.29,0.772,63.1,5.8,4301067,2.3725483870967743,0.529,0.265,0.216,0.232,0.371,0.228
1,1.5,0,0,tb,2,1,0.3157894736842105,Milwaukee Brewers,7.5,38980,1.55,0.772,62,6.9,32684,3.379,0.515,0.315,0.232,0.275,0.32,0.194
0,0.5,0,0,tb,7,3,0.5263157894736842,Cincinnati Reds,8.5,42417,1.32,0.62,63.1,6.9,39635,3.252529411764706,0.541,0.193,0.244,0.174,0.144,0.29
1,0.5,0,1,tb,2,2,0.2222222222222222,Philadelphia Phillies,8.5,39644,0.7,0.387,63.1,6.9,39817,2.572939393939394,0.632,0.222,0.184,0.125,0.0,0.0
1,1.5,0,0,tb,1,0,0.06666666666666667,Chicago White Sox,8.5,30280,1.71,0.364,65,16.1,4620398,1.9594878048780484,0.622,0.277,0.24,0.248,0.257,0.262
0,0.5,1,0,tb,7,2,0.6,Kansas City Royals,9.0,37639,0.96,0.789,69,23,41172,4.278656357388316,0.523,0.235,0.2,0.216,0.233,0.143
0,0.5,0,1,tb,9,4,0.6842105263157895,Los Angeles Angels,8.5,35578,1.06,0.837,65,9.2,4326697,2.870780821917808,0.454,0.197,0.192,0.203,0.178,0.188
1,1.5,1,0,tb,1,0,0.17647058823529413,San Diego Padres,10.5,31084,0.75,0.741,74,15,34943,2.3570821917808216,0.444,0.278,0.268,0.373,0.185,0.308
1,0.5,1,1,tb,5,3,0.5294117647058824,Philadelphia Phillies,8.5,5012106,0.7,0.518,63.1,6.9,39817,2.572939393939394,0.632,0.217,0.272,0.247,0.1,0.1
0,1.5,0,0,tb,2,1,0.3,St. Louis Cardinals,8.5,32758,1.39,0.783,69,12.8,30820,4.48852380952381,0.833,0.27,0.238,0.249,0.158,0.214
0,0.5,1,1,tb,7,3,0.6666666666666666,Los Angeles Angels,8.5,4416990,1.06,1.205,65,9.2,4326697,2.870780821917808,0.454,0.27,0.237,0.265,0.321,0.286
0,1.5,0,0,tb,2,1,0.3157894736842105,St. Louis Cardinals,8.5,42404,1.39,0.625,69,12.8,30820,4.48852380952381,0.833,0.243,0.263,0.256,0.245,0.17
0,0.5,0,0,tb,7,4,0.5384615384615384,San Francisco Giants,8.5,34942,1.04,0.958,61.1,12.8,5116843,4.0004285714285714,0.451,0.194,0.222,0.182,0.207,0.5
1,0.5,1,1,tb,1,1,0.09090909090909091,Toronto Blue Jays,9.0,42228,1.1,0.333,69,23,41415,2.5907647058823526,0.476,0.178,0.266,0.256,0.105,0.167
0,1.5,1,0,tb,1,1,0.25,Kansas City Royals,9.0,35004,0.96,0.623,69,23,41172,4.278656357388316,0.523,0.288,0.174,0.222,0.27,0.045
0,1.5,1,0,tb,6,4,0.3684210526315789,Kansas City Royals,9.0,40963,0.96,0.757,69,23,41172,4.278656357388316,0.523,0.238,0.199,0.237,0.227,0.324
1,0.5,1,1,tb,0,0,0.0,Miami Marlins,9.5,35156,1.43,0.0,63.1,5.8,41178,4.686936507936508,0.539,0.31,0.279,0.5,0.333,0.286
0,1.5,0,0,tb,3,1,0.3333333333333333,Kansas City Royals,9.0,4997181,0.96,0.76,69,23,41172,4.278656357388316,0.523,0.206,0.207,0.222,0.167,0.158
1,1.5,1,0,tb,3,0,0.2777777777777778,Chicago White Sox,8.5,3985190,1.71,0.689,65,16.1,4620398,1.9594878048780484,0.622,0.295,0.14,0.215,0.319,0.278
0,1.5,0,1,tb,4,2,0.35714285714285715,Colorado Rockies,10.5,36745,1.48,0.986,74,15,34897,4.979,0.418,0.3,0.211,0.226,0.217,0.25
1,0.5,0,0,tb,0,0,0.0,Baltimore Orioles,8.5,30471,0.81,0.0,65,9.2,31109,2.368189189189189,0.724,0.286,0.178,0.174,0.333,0.0
1,1.5,0,0,tb,2,1,0.13333333333333333,San Diego Padres,10.5,41222,0.75,0.486,74,15,34943,2.3570821917808216,0.444,0.29,0.205,0.333,0.25,0.185
1,1.5,0,0,tb,4,1,0.35294117647058826,San Diego Padres,10.5,33594,0.75,0.74,74,15,34943,2.3570821917808216,0.444,0.275,0.26,0.211,0.4,0.231
1,0.5,0,1,tb,6,4,0.6842105263157895,Philadelphia Phillies,8.5,4917694,0.7,0.993,63.1,6.9,39817,2.572939393939394,0.632,0.295,0.223,0.239,0.439,0.148
0,0.5,1,0,tb,6,3,0.4666666666666667,Atlanta Braves,9.5,40519,1.29,0.541,63.1,5.8,4301067,2.3725483870967743,0.529,0.194,0.21,0.21,0.341,0.16
0,0.5,1,0,tb,4,1,0.42105263157894735,St. Louis Cardinals,8.5,32367,1.39,0.649,69,12.8,30820,4.48852380952381,0.833,0.259,0.199,0.224,0.209,0.2
1,1.5,0,0,tb,5,3,0.5263157894736842,San Diego Padres,10.5,4905919,0.75,0.841,74,15,34943,2.3570821917808216,0.444,0.227,0.271,0.223,0.15,0.169
0,2.5,1,1,tb,3,2,0.2631578947368421,Colorado Rockies,10.5,35983,1.48,0.873,74,15,34897,4.979,0.418,0.281,0.256,0.268,0.253,0.19
0,1.5,0,0,tb,4,2,0.2631578947368421,San Francisco Giants,8.5,32129,1.04,0.525,61.1,12.8,5116843,4.0004285714285714,0.451,0.245,0.243,0.234,0.192,0.172
0,0.5,0,0,tb,5,2,0.47058823529411764,St. Louis Cardinals,8.5,42464,1.39,0.703,69,12.8,30820,4.48852380952381,0.833,0.271,0.257,0.254,0.281,0.259
1,0.5,0,1,tb,4,2,0.35714285714285715,Toronto Blue Jays,9.0,39899,1.1,0.489,69,23,41415,2.5907647058823526,0.476,0.32,0.191,0.326,0.231,0.25
0,1.5,0,0,tb,3,0,0.2777777777777778,Kansas City Royals,9.0,32078,0.96,0.656,69,23,41172,4.278656357388316,0.523,0.271,0.21,0.239,0.22,0.302
0,1.5,1,1,tb,7,4,0.5263157894736842,Los Angeles Angels,8.5,42507,1.06,0.916,65,9.2,4326697,2.870780821917808,0.454,0.254,0.313,0.295,0.277,0.219
0,1.5,0,1,tb,4,1,0.3157894736842105,Colorado Rockies,10.5,4089862,1.48,0.776,74,15,34897,4.979,0.418,0.221,0.218,0.225,0.259,0.333
0,0.5,0,0,tb,8,3,0.7058823529411765,San Francisco Giants,8.5,35062,1.04,0.715,61.1,12.8,5116843,4.0004285714285714,0.451,0.263,0.242,0.215,0.244,0.222
1,0.5,0,0,tb,5,2,0.4,Milwaukee Brewers,7.5,4418683,1.55,0.53,62,6.9,32684,3.379,0.515,0.158,0.224,0.221,0.071,0.2
1,0.5,0,1,tb,4,2,0.5,Toronto Blue Jays,9.0,33205,1.1,0.582,69,23,41415,2.5907647058823526,0.476,0.229,0.182,0.259,0.15,0.156
0,1.5,0,0,tb,4,1,0.2777777777777778,Kansas City Royals,9.0,33572,0.96,0.724,69,23,41172,4.278656357388316,0.523,0.276,0.272,0.274,0.306,0.341
1,0.5,0,0,tb,5,1,0.5333333333333333,Arizona Diamondbacks,8.5,41889,1.17,0.793,69,12.8,4721302,3.937620689655172,0.566,0.284,0.272,0.25,0.067,0.231
0,1.5,1,0,tb,2,1,0.23529411764705882,Cincinnati Reds,8.5,32177,1.32,0.682,63.1,6.9,39635,3.252529411764706,0.541,0.222,0.225,0.16,0.231,0.267
1,1.5,0,0,tb,3,2,0.2777777777777778,Milwaukee Brewers,7.5,36754,1.55,0.577,62,6.9,32684,3.379,0.515,0.247,0.184,0.207,0.207,0.062
0,0.5,1,0,tb,5,1,0.5625,Pittsburgh Pirates,7.5,4917869,0.83,0.681,62,6.9,4918156,3.2479655172413793,0.497,0.265,0.287,0.23,0.273,0.25
0,1.5,1,1,tb,5,2,0.3684210526315789,Colorado Rockies,10.5,4872691,1.48,0.817,74,15,34897,4.979,0.418,0.303,0.28,0.297,0.269,0.25
0,0.5,1,0,tb,4,2,0.36363636363636365,Pittsburgh Pirates,7.5,35013,0.83,0.537,62,6.9,4918156,3.2479655172413793,0.497,0.244,0.177,0.225,0.235,0.179
0,1.5,0,1,tb,3,0,0.29411764705882354,Colorado Rockies,10.5,36364,1.48,0.797,74,15,34897,4.979,0.418,0.236,0.252,0.246,0.281,0.263
0,0.5,1,0,tb,5,4,0.5625,St. Louis Cardinals,8.5,41197,1.39,0.649,69,12.8,30820,4.48852380952381,0.833,0.312,0.261,0.273,0.231,0.192
